,Unnamed: 0,Predicted Time to Completion,Time Elapsed
872,872,24.09701397,23.27067832
873,873,24.07556496,23.2765971
874,874,24.05135933,23.27980023
875,875,24.02728178,23.28307394
876,876,24.00265798,23.28576444
877,877,23.97812972,23.28849325
878,878,23.9535227,23.29109121
879,879,23.92881863,23.29354026
880,880,23.90450473,23.2963149
881,881,23.88025386,23.29909724
882,882,23.85722153,23.30301616
883,883,23.83584114,23.30849952
884,884,23.81136491,23.3109048
885,885,23.78711419,23.31347696
886,886,23.76307419,23.31620222
887,887,23.73882614,23.31866993
888,888,23.71550051,23.3219911
889,889,23.69207633,23.32516365
890,890,23.66815564,23.32779499
891,891,23.64415503,23.33029457
892,892,23.62021234,23.33279826
893,893,23.59620182,23.33518189
894,894,23.57238335,23.33770254
895,895,23.548536,23.34014188
896,896,23.52495675,23.34279448
897,897,23.50121689,23.34523537
898,898,23.47780594,23.34795082
899,899,23.45442381,23.35064317
900,900,23.43130194,23.3535432
901,901,23.40781145,23.35602426
902,902,23.38458432,23.35871641
903,903,23.40361222,23.40361222
